Sno,Group,Unicode,Browser,ShortName
1,face-smiling,U+1F600,😀,grinning face
2,face-smiling,U+1F603,😃,grinning face with big eyes
3,face-smiling,U+1F604,😄,grinning face with smiling eyes
4,face-smiling,U+1F601,😁,beaming face with smiling eyes
5,face-smiling,U+1F606,😆,grinning squinting face
6,face-smiling,U+1F605,😅,grinning face with sweat
7,face-smiling,U+1F923,🤣,rolling on the floor laughing
8,face-smiling,U+1F602,😂,face with tears of joy
9,face-smiling,U+1F642,🙂,slightly smiling face
10,face-smiling,U+1F643,🙃,upside-down face
11,face-smiling,U+1F609,😉,winking face
12,face-smiling,U+1F60A,😊,smiling face with smiling eyes
13,face-smiling,U+1F607,😇,smiling face with halo
14,face-affection,U+1F970,🥰,smiling face with hearts
15,face-affection,U+1F60D,😍,smiling face with heart-eyes
16,face-affection,U+1F929,🤩,star-struck
17,face-affection,U+1F618,😘,face blowing a kiss
18,face-affection,U+1F617,😗,kissing face
19,face-affection,U+263A,☺,smiling face
20,face-affection,U+1F61A,😚,kissing face with closed eyes
21,face-affection,U+1F619,😙,kissing face with smiling eyes
22,face-affection,U+1F972,🥲,⊛ smiling face with tear
23,face-tongue,U+1F60B,😋,face savoring food
24,face-tongue,U+1F61B,😛,face with tongue
25,face-tongue,U+1F61C,😜,winking face with tongue
26,face-tongue,U+1F92A,🤪,zany face
27,face-tongue,U+1F61D,😝,squinting face with tongue
28,face-tongue,U+1F911,🤑,money-mouth face
29,face-hand,U+1F917,🤗,hugging face
30,face-hand,U+1F92D,🤭,face with hand over mouth
31,face-hand,U+1F92B,🤫,shushing face
32,face-hand,U+1F914,🤔,thinking face
33,face-neutral-skeptical,U+1F910,🤐,zipper-mouth face
34,face-neutral-skeptical,U+1F928,🤨,face with raised eyebrow
35,face-neutral-skeptical,U+1F610,😐,neutral face
36,face-neutral-skeptical,U+1F611,😑,expressionless face
37,face-neutral-skeptical,U+1F636,😶,face without mouth
38,face-neutral-skeptical,U+1F60F,😏,smirking face
39,face-neutral-skeptical,U+1F612,😒,unamused face
40,face-neutral-skeptical,U+1F644,🙄,face with rolling eyes
41,face-neutral-skeptical,U+1F62C,😬,grimacing face
42,face-neutral-skeptical,U+1F925,🤥,lying face
43,face-sleepy,U+1F60C,😌,relieved face
44,face-sleepy,U+1F614,😔,pensive face
45,face-sleepy,U+1F62A,😪,sleepy face
46,face-sleepy,U+1F924,🤤,drooling face
47,face-sleepy,U+1F634,😴,sleeping face
48,face-unwell,U+1F637,😷,face with medical mask
49,face-unwell,U+1F912,🤒,face with thermometer
50,face-unwell,U+1F915,🤕,face with head-bandage
51,face-unwell,U+1F922,🤢,nauseated face
52,face-unwell,U+1F92E,🤮,face vomiting
53,face-unwell,U+1F927,🤧,sneezing face
54,face-unwell,U+1F975,🥵,hot face
55,face-unwell,U+1F976,🥶,cold face
56,face-unwell,U+1F974,🥴,woozy face
57,face-unwell,U+1F635,😵,dizzy face
58,face-unwell,U+1F92F,🤯,exploding head
59,face-hat,U+1F920,🤠,cowboy hat face
60,face-hat,U+1F973,🥳,partying face
61,face-hat,U+1F978,🥸,⊛ disguised face
62,face-glasses,U+1F60E,😎,smiling face with sunglasses
63,face-glasses,U+1F913,🤓,nerd face
64,face-glasses,U+1F9D0,🧐,face with monocle
65,face-concerned,U+1F615,😕,confused face
66,face-concerned,U+1F61F,😟,worried face
67,face-concerned,U+1F641,🙁,slightly frowning face
68,face-concerned,U+2639,☹,frowning face
69,face-concerned,U+1F62E,😮,face with open mouth
70,face-concerned,U+1F62F,😯,hushed face
71,face-concerned,U+1F632,😲,astonished face
72,face-concerned,U+1F633,😳,flushed face
73,face-concerned,U+1F97A,🥺,pleading face
74,face-concerned,U+1F626,😦,frowning face with open mouth
75,face-concerned,U+1F627,😧,anguished face
76,face-concerned,U+1F628,😨,fearful face
77,face-concerned,U+1F630,😰,anxious face with sweat
78,face-concerned,U+1F625,😥,sad but relieved face
79,face-concerned,U+1F622,😢,crying face
80,face-concerned,U+1F62D,😭,loudly crying face
81,face-concerned,U+1F631,😱,face screaming in fear
82,face-concerned,U+1F616,😖,confounded face
83,face-concerned,U+1F623,😣,persevering face
84,face-concerned,U+1F61E,😞,disappointed face
85,face-concerned,U+1F613,😓,downcast face with sweat
86,face-concerned,U+1F629,😩,weary face
87,face-concerned,U+1F62B,😫,tired face
88,face-concerned,U+1F971,🥱,yawning face
89,face-negative,U+1F624,😤,face with steam from nose
90,face-negative,U+1F621,😡,pouting face
91,face-negative,U+1F620,😠,angry face
92,face-negative,U+1F92C,🤬,face with symbols on mouth
93,face-negative,U+1F608,😈,smiling face with horns
94,face-negative,U+1F47F,👿,angry face with horns
95,face-negative,U+1F480,💀,skull
96,face-negative,U+2620,☠,skull and crossbones
97,face-costume,U+1F4A9,💩,pile of poo
98,face-costume,U+1F921,🤡,clown face
99,face-costume,U+1F479,👹,ogre
100,face-costume,U+1F47A,👺,goblin
101,face-costume,U+1F47B,👻,ghost
102,face-costume,U+1F47D,👽,alien
103,face-costume,U+1F47E,👾,alien monster
104,face-costume,U+1F916,🤖,robot
105,cat-face,U+1F63A,😺,grinning cat
106,cat-face,U+1F638,😸,grinning cat with smiling eyes
107,cat-face,U+1F639,😹,cat with tears of joy
108,cat-face,U+1F63B,😻,smiling cat with heart-eyes
109,cat-face,U+1F63C,😼,cat with wry smile
110,cat-face,U+1F63D,😽,kissing cat
111,cat-face,U+1F640,🙀,weary cat
112,cat-face,U+1F63F,😿,crying cat
113,cat-face,U+1F63E,😾,pouting cat
114,monkey-face,U+1F648,🙈,see-no-evil monkey
115,monkey-face,U+1F649,🙉,hear-no-evil monkey
116,monkey-face,U+1F64A,🙊,speak-no-evil monkey
117,emotion,U+1F48B,💋,kiss mark
118,emotion,U+1F48C,💌,love letter
119,emotion,U+1F498,💘,heart with arrow
120,emotion,U+1F49D,💝,heart with ribbon
121,emotion,U+1F496,💖,sparkling heart
122,emotion,U+1F497,💗,growing heart
123,emotion,U+1F493,💓,beating heart
124,emotion,U+1F49E,💞,revolving hearts
125,emotion,U+1F495,💕,two hearts
126,emotion,U+1F49F,💟,heart decoration
127,emotion,U+2763,❣,heart exclamation
128,emotion,U+1F494,💔,broken heart
129,emotion,U+2764,❤,red heart
130,emotion,U+1F9E1,🧡,orange heart
131,emotion,U+1F49B,💛,yellow heart
132,emotion,U+1F49A,💚,green heart
133,emotion,U+1F499,💙,blue heart
134,emotion,U+1F49C,💜,purple heart
135,emotion,U+1F90E,🤎,brown heart
136,emotion,U+1F5A4,🖤,black heart
137,emotion,U+1F90D,🤍,white heart
138,emotion,U+1F4AF,💯,hundred points
139,emotion,U+1F4A2,💢,anger symbol
140,emotion,U+1F4A5,💥,collision
141,emotion,U+1F4AB,💫,dizzy
142,emotion,U+1F4A6,💦,sweat droplets
143,emotion,U+1F4A8,💨,dashing away
144,emotion,U+1F573,🕳,hole
145,emotion,U+1F4A3,💣,bomb
146,emotion,U+1F4AC,💬,speech balloon
147,emotion,"U+1F441,U+FE0F,U+200D,U+1F5E8,U+FE0F",👁️‍🗨️,eye in speech bubble
148,emotion,U+1F5E8,🗨,left speech bubble
149,emotion,U+1F5EF,🗯,right anger bubble
150,emotion,U+1F4AD,💭,thought balloon
151,emotion,U+1F4A4,💤,zzz
152,hand-fingers-open,U+1F44B,👋,waving hand
153,hand-fingers-open,U+1F91A,🤚,raised back of hand
154,hand-fingers-open,U+1F590,🖐,hand with fingers splayed
155,hand-fingers-open,U+270B,✋,raised hand
156,hand-fingers-open,U+1F596,🖖,vulcan salute
157,hand-fingers-partial,U+1F44C,👌,OK hand
158,hand-fingers-partial,U+1F90C,🤌,⊛ pinched fingers
159,hand-fingers-partial,U+1F90F,🤏,pinching hand
160,hand-fingers-partial,U+270C,✌,victory hand
161,hand-fingers-partial,U+1F91E,🤞,crossed fingers
162,hand-fingers-partial,U+1F91F,🤟,love-you gesture
163,hand-fingers-partial,U+1F918,🤘,sign of the horns
164,hand-fingers-partial,U+1F919,🤙,call me hand
165,hand-single-finger,U+1F448,👈,backhand index pointing left
166,hand-single-finger,U+1F449,👉,backhand index pointing right
167,hand-single-finger,U+1F446,👆,backhand index pointing up
168,hand-single-finger,U+1F595,🖕,middle finger
169,hand-single-finger,U+1F447,👇,backhand index pointing down
170,hand-single-finger,U+261D,☝,index pointing up
171,hand-fingers-closed,U+1F44D,👍,thumbs up
172,hand-fingers-closed,U+1F44E,👎,thumbs down
173,hand-fingers-closed,U+270A,✊,raised fist
174,hand-fingers-closed,U+1F44A,👊,oncoming fist
175,hand-fingers-closed,U+1F91B,🤛,left-facing fist
176,hand-fingers-closed,U+1F91C,🤜,right-facing fist
177,hands,U+1F44F,👏,clapping hands
178,hands,U+1F64C,🙌,raising hands
179,hands,U+1F450,👐,open hands
180,hands,U+1F932,🤲,palms up together
181,hands,U+1F91D,🤝,handshake
182,hands,U+1F64F,🙏,folded hands
183,hand-prop,U+270D,✍,writing hand
184,hand-prop,U+1F485,💅,nail polish
185,hand-prop,U+1F933,🤳,selfie
186,body-parts,U+1F4AA,💪,flexed biceps
187,body-parts,U+1F9BE,🦾,mechanical arm
188,body-parts,U+1F9BF,🦿,mechanical leg
189,body-parts,U+1F9B5,🦵,leg
190,body-parts,U+1F9B6,🦶,foot
191,body-parts,U+1F442,👂,ear
192,body-parts,U+1F9BB,🦻,ear with hearing aid
193,body-parts,U+1F443,👃,nose
194,body-parts,U+1F9E0,🧠,brain
195,body-parts,U+1FAC0,🫀,
196,body-parts,U+1FAC1,🫁,
197,body-parts,U+1F9B7,🦷,tooth
198,body-parts,U+1F9B4,🦴,bone
199,body-parts,U+1F440,👀,eyes
200,body-parts,U+1F441,👁,eye
201,body-parts,U+1F445,👅,tongue
202,body-parts,U+1F444,👄,mouth
203,person,U+1F476,👶,baby
204,person,U+1F9D2,🧒,child
205,person,U+1F466,👦,boy
206,person,U+1F467,👧,girl
207,person,U+1F9D1,🧑,person
208,person,U+1F471,👱,person: blond hair
209,person,U+1F468,👨,man
210,person,U+1F9D4,🧔,man: beard
211,person,"U+1F468,U+200D,U+1F9B0",👨‍🦰,man: red hair
212,person,"U+1F468,U+200D,U+1F9B1",👨‍🦱,man: curly hair
213,person,"U+1F468,U+200D,U+1F9B3",👨‍🦳,man: white hair
214,person,"U+1F468,U+200D,U+1F9B2",👨‍🦲,man: bald
215,person,U+1F469,👩,woman
216,person,"U+1F469,U+200D,U+1F9B0",👩‍🦰,woman: red hair
217,person,"U+1F9D1,U+200D,U+1F9B0",🧑‍🦰,person: red hair
218,person,"U+1F469,U+200D,U+1F9B1",👩‍🦱,woman: curly hair
219,person,"U+1F9D1,U+200D,U+1F9B1",🧑‍🦱,person: curly hair
220,person,"U+1F469,U+200D,U+1F9B3",👩‍🦳,woman: white hair
221,person,"U+1F9D1,U+200D,U+1F9B3",🧑‍🦳,person: white hair
222,person,"U+1F469,U+200D,U+1F9B2",👩‍🦲,woman: bald
223,person,"U+1F9D1,U+200D,U+1F9B2",🧑‍🦲,person: bald
224,person,"U+1F471,U+200D,U+2640,U+FE0F",👱‍♀️,woman: blond hair
225,person,"U+1F471,U+200D,U+2642,U+FE0F",👱‍♂️,man: blond hair
226,person,U+1F9D3,🧓,older person
227,person,U+1F474,👴,old man
228,person,U+1F475,👵,old woman
229,person-gesture,U+1F64D,🙍,person frowning
230,person-gesture,"U+1F64D,U+200D,U+2642,U+FE0F",🙍‍♂️,man frowning
231,person-gesture,"U+1F64D,U+200D,U+2640,U+FE0F",🙍‍♀️,woman frowning
232,person-gesture,U+1F64E,🙎,person pouting
233,person-gesture,"U+1F64E,U+200D,U+2642,U+FE0F",🙎‍♂️,man pouting
234,person-gesture,"U+1F64E,U+200D,U+2640,U+FE0F",🙎‍♀️,woman pouting
235,person-gesture,U+1F645,🙅,person gesturing NO
236,person-gesture,"U+1F645,U+200D,U+2642,U+FE0F",🙅‍♂️,man gesturing NO
237,person-gesture,"U+1F645,U+200D,U+2640,U+FE0F",🙅‍♀️,woman gesturing NO
238,person-gesture,U+1F646,🙆,person gesturing OK
239,person-gesture,"U+1F646,U+200D,U+2642,U+FE0F",🙆‍♂️,man gesturing OK
240,person-gesture,"U+1F646,U+200D,U+2640,U+FE0F",🙆‍♀️,woman gesturing OK
241,person-gesture,U+1F481,💁,person tipping hand
242,person-gesture,"U+1F481,U+200D,U+2642,U+FE0F",💁‍♂️,man tipping hand
243,person-gesture,"U+1F481,U+200D,U+2640,U+FE0F",💁‍♀️,woman tipping hand
244,person-gesture,U+1F64B,🙋,person raising hand
245,person-gesture,"U+1F64B,U+200D,U+2642,U+FE0F",🙋‍♂️,man raising hand
246,person-gesture,"U+1F64B,U+200D,U+2640,U+FE0F",🙋‍♀️,woman raising hand
247,person-gesture,U+1F9CF,🧏,deaf person
248,person-gesture,"U+1F9CF,U+200D,U+2642,U+FE0F",🧏‍♂️,deaf man
249,person-gesture,"U+1F9CF,U+200D,U+2640,U+FE0F",🧏‍♀️,deaf woman
250,person-gesture,U+1F647,🙇,person bowing
251,person-gesture,"U+1F647,U+200D,U+2642,U+FE0F",🙇‍♂️,man bowing
252,person-gesture,"U+1F647,U+200D,U+2640,U+FE0F",🙇‍♀️,woman bowing
253,person-gesture,U+1F926,🤦,person facepalming
254,person-gesture,"U+1F926,U+200D,U+2642,U+FE0F",🤦‍♂️,man facepalming
255,person-gesture,"U+1F926,U+200D,U+2640,U+FE0F",🤦‍♀️,woman facepalming
256,person-gesture,U+1F937,🤷,person shrugging
257,person-gesture,"U+1F937,U+200D,U+2642,U+FE0F",🤷‍♂️,man shrugging
258,person-gesture,"U+1F937,U+200D,U+2640,U+FE0F",🤷‍♀️,woman shrugging
259,person-role,"U+1F9D1,U+200D,U+2695,U+FE0F",🧑‍⚕️,health worker
260,person-role,"U+1F468,U+200D,U+2695,U+FE0F",👨‍⚕️,man health worker
261,person-role,"U+1F469,U+200D,U+2695,U+FE0F",👩‍⚕️,woman health worker
262,person-role,"U+1F9D1,U+200D,U+1F393",🧑‍🎓,student
263,person-role,"U+1F468,U+200D,U+1F393",👨‍🎓,man student
264,person-role,"U+1F469,U+200D,U+1F393",👩‍🎓,woman student
265,person-role,"U+1F9D1,U+200D,U+1F3EB",🧑‍🏫,teacher
266,person-role,"U+1F468,U+200D,U+1F3EB",👨‍🏫,man teacher
267,person-role,"U+1F469,U+200D,U+1F3EB",👩‍🏫,woman teacher
268,person-role,"U+1F9D1,U+200D,U+2696,U+FE0F",🧑‍⚖️,judge
269,person-role,"U+1F468,U+200D,U+2696,U+FE0F",👨‍⚖️,man judge
270,person-role,"U+1F469,U+200D,U+2696,U+FE0F",👩‍⚖️,woman judge
271,person-role,"U+1F9D1,U+200D,U+1F33E",🧑‍🌾,farmer
272,person-role,"U+1F468,U+200D,U+1F33E",👨‍🌾,man farmer
273,person-role,"U+1F469,U+200D,U+1F33E",👩‍🌾,woman farmer
274,person-role,"U+1F9D1,U+200D,U+1F373",🧑‍🍳,cook
275,person-role,"U+1F468,U+200D,U+1F373",👨‍🍳,man cook
276,person-role,"U+1F469,U+200D,U+1F373",👩‍🍳,woman cook
277,person-role,"U+1F9D1,U+200D,U+1F527",🧑‍🔧,mechanic
278,person-role,"U+1F468,U+200D,U+1F527",👨‍🔧,man mechanic
279,person-role,"U+1F469,U+200D,U+1F527",👩‍🔧,woman mechanic
280,person-role,"U+1F9D1,U+200D,U+1F3ED",🧑‍🏭,factory worker
281,person-role,"U+1F468,U+200D,U+1F3ED",👨‍🏭,man factory worker
282,person-role,"U+1F469,U+200D,U+1F3ED",👩‍🏭,woman factory worker
283,person-role,"U+1F9D1,U+200D,U+1F4BC",🧑‍💼,office worker
284,person-role,"U+1F468,U+200D,U+1F4BC",👨‍💼,man office worker
285,person-role,"U+1F469,U+200D,U+1F4BC",👩‍💼,woman office worker
286,person-role,"U+1F9D1,U+200D,U+1F52C",🧑‍🔬,scientist
287,person-role,"U+1F468,U+200D,U+1F52C",👨‍🔬,man scientist
288,person-role,"U+1F469,U+200D,U+1F52C",👩‍🔬,woman scientist
289,person-role,"U+1F9D1,U+200D,U+1F4BB",🧑‍💻,technologist
290,person-role,"U+1F468,U+200D,U+1F4BB",👨‍💻,man technologist
291,person-role,"U+1F469,U+200D,U+1F4BB",👩‍💻,woman technologist
292,person-role,"U+1F9D1,U+200D,U+1F3A4",🧑‍🎤,singer
293,person-role,"U+1F468,U+200D,U+1F3A4",👨‍🎤,man singer
294,person-role,"U+1F469,U+200D,U+1F3A4",👩‍🎤,woman singer
295,person-role,"U+1F9D1,U+200D,U+1F3A8",🧑‍🎨,artist
296,person-role,"U+1F468,U+200D,U+1F3A8",👨‍🎨,man artist
297,person-role,"U+1F469,U+200D,U+1F3A8",👩‍🎨,woman artist
298,person-role,"U+1F9D1,U+200D,U+2708,U+FE0F",🧑‍✈️,pilot
299,person-role,"U+1F468,U+200D,U+2708,U+FE0F",👨‍✈️,man pilot
300,person-role,"U+1F469,U+200D,U+2708,U+FE0F",👩‍✈️,woman pilot
301,person-role,"U+1F9D1,U+200D,U+1F680",🧑‍🚀,astronaut
302,person-role,"U+1F468,U+200D,U+1F680",👨‍🚀,man astronaut
303,person-role,"U+1F469,U+200D,U+1F680",👩‍🚀,woman astronaut
304,person-role,"U+1F9D1,U+200D,U+1F692",🧑‍🚒,firefighter
305,person-role,"U+1F468,U+200D,U+1F692",👨‍🚒,man firefighter
306,person-role,"U+1F469,U+200D,U+1F692",👩‍🚒,woman firefighter
307,person-role,U+1F46E,👮,police officer
308,person-role,"U+1F46E,U+200D,U+2642,U+FE0F",👮‍♂️,man police officer
309,person-role,"U+1F46E,U+200D,U+2640,U+FE0F",👮‍♀️,woman police officer
310,person-role,U+1F575,🕵,detective
311,person-role,"U+1F575,U+FE0F,U+200D,U+2642,U+FE0F",🕵️‍♂️,man detective
312,person-role,"U+1F575,U+FE0F,U+200D,U+2640,U+FE0F",🕵️‍♀️,woman detective
313,person-role,U+1F482,💂,guard
314,person-role,"U+1F482,U+200D,U+2642,U+FE0F",💂‍♂️,man guard
315,person-role,"U+1F482,U+200D,U+2640,U+FE0F",💂‍♀️,woman guard
316,person-role,U+1F977,🥷,⊛ ninja
317,person-role,U+1F477,👷,construction worker
318,person-role,"U+1F477,U+200D,U+2642,U+FE0F",👷‍♂️,man construction worker
319,person-role,"U+1F477,U+200D,U+2640,U+FE0F",👷‍♀️,woman construction worker
320,person-role,U+1F934,🤴,prince
321,person-role,U+1F478,👸,princess
322,person-role,U+1F473,👳,person wearing turban
323,person-role,"U+1F473,U+200D,U+2642,U+FE0F",👳‍♂️,man wearing turban
324,person-role,"U+1F473,U+200D,U+2640,U+FE0F",👳‍♀️,woman wearing turban
325,person-role,U+1F472,👲,person with skullcap
326,person-role,U+1F9D5,🧕,woman with headscarf
327,person-role,U+1F935,🤵,person in tuxedo
328,person-role,"U+1F935,U+200D,U+2642,U+FE0F",🤵‍♂️,⊛ man in tuxedo
329,person-role,"U+1F935,U+200D,U+2640,U+FE0F",🤵‍♀️,⊛ woman in tuxedo
330,person-role,U+1F470,👰,person with veil
331,person-role,"U+1F470,U+200D,U+2642,U+FE0F",👰‍♂️,
332,person-role,"U+1F470,U+200D,U+2640,U+FE0F",👰‍♀️,
333,person-role,U+1F930,🤰,pregnant woman
334,person-role,U+1F931,🤱,breast-feeding
335,person-role,"U+1F469,U+200D,U+1F37C",👩‍🍼,
336,person-role,"U+1F468,U+200D,U+1F37C",👨‍🍼,
337,person-role,"U+1F9D1,U+200D,U+1F37C",🧑‍🍼,
338,person-fantasy,U+1F47C,👼,baby angel
339,person-fantasy,U+1F385,🎅,Santa Claus
340,person-fantasy,U+1F936,🤶,Mrs. Claus
341,person-fantasy,"U+1F9D1,U+200D,U+1F384",🧑‍🎄,
342,person-fantasy,U+1F9B8,🦸,superhero
343,person-fantasy,"U+1F9B8,U+200D,U+2642,U+FE0F",🦸‍♂️,man superhero
344,person-fantasy,"U+1F9B8,U+200D,U+2640,U+FE0F",🦸‍♀️,woman superhero
345,person-fantasy,U+1F9B9,🦹,supervillain
346,person-fantasy,"U+1F9B9,U+200D,U+2642,U+FE0F",🦹‍♂️,man supervillain
347,person-fantasy,"U+1F9B9,U+200D,U+2640,U+FE0F",🦹‍♀️,woman supervillain
348,person-fantasy,U+1F9D9,🧙,mage
349,person-fantasy,"U+1F9D9,U+200D,U+2642,U+FE0F",🧙‍♂️,man mage
350,person-fantasy,"U+1F9D9,U+200D,U+2640,U+FE0F",🧙‍♀️,woman mage
351,person-fantasy,U+1F9DA,🧚,fairy
352,person-fantasy,"U+1F9DA,U+200D,U+2642,U+FE0F",🧚‍♂️,man fairy
353,person-fantasy,"U+1F9DA,U+200D,U+2640,U+FE0F",🧚‍♀️,woman fairy
354,person-fantasy,U+1F9DB,🧛,vampire
355,person-fantasy,"U+1F9DB,U+200D,U+2642,U+FE0F",🧛‍♂️,man vampire
356,person-fantasy,"U+1F9DB,U+200D,U+2640,U+FE0F",🧛‍♀️,woman vampire
357,person-fantasy,U+1F9DC,🧜,merperson
358,person-fantasy,"U+1F9DC,U+200D,U+2642,U+FE0F",🧜‍♂️,merman
359,person-fantasy,"U+1F9DC,U+200D,U+2640,U+FE0F",🧜‍♀️,mermaid
360,person-fantasy,U+1F9DD,🧝,elf
361,person-fantasy,"U+1F9DD,U+200D,U+2642,U+FE0F",🧝‍♂️,man elf
362,person-fantasy,"U+1F9DD,U+200D,U+2640,U+FE0F",🧝‍♀️,woman elf
363,person-fantasy,U+1F9DE,🧞,genie
364,person-fantasy,"U+1F9DE,U+200D,U+2642,U+FE0F",🧞‍♂️,man genie
365,person-fantasy,"U+1F9DE,U+200D,U+2640,U+FE0F",🧞‍♀️,woman genie
366,person-fantasy,U+1F9DF,🧟,zombie
367,person-fantasy,"U+1F9DF,U+200D,U+2642,U+FE0F",🧟‍♂️,man zombie
368,person-fantasy,"U+1F9DF,U+200D,U+2640,U+FE0F",🧟‍♀️,woman zombie
369,person-activity,U+1F486,💆,person getting massage
370,person-activity,"U+1F486,U+200D,U+2642,U+FE0F",💆‍♂️,man getting massage
371,person-activity,"U+1F486,U+200D,U+2640,U+FE0F",💆‍♀️,woman getting massage
372,person-activity,U+1F487,💇,person getting haircut
373,person-activity,"U+1F487,U+200D,U+2642,U+FE0F",💇‍♂️,man getting haircut
374,person-activity,"U+1F487,U+200D,U+2640,U+FE0F",💇‍♀️,woman getting haircut
375,person-activity,U+1F6B6,🚶,person walking
376,person-activity,"U+1F6B6,U+200D,U+2642,U+FE0F",🚶‍♂️,man walking
377,person-activity,"U+1F6B6,U+200D,U+2640,U+FE0F",🚶‍♀️,woman walking
378,person-activity,U+1F9CD,🧍,person standing
379,person-activity,"U+1F9CD,U+200D,U+2642,U+FE0F",🧍‍♂️,man standing
380,person-activity,"U+1F9CD,U+200D,U+2640,U+FE0F",🧍‍♀️,woman standing
381,person-activity,U+1F9CE,🧎,person kneeling
382,person-activity,"U+1F9CE,U+200D,U+2642,U+FE0F",🧎‍♂️,man kneeling
383,person-activity,"U+1F9CE,U+200D,U+2640,U+FE0F",🧎‍♀️,woman kneeling
384,person-activity,"U+1F9D1,U+200D,U+1F9AF",🧑‍🦯,person with white cane
385,person-activity,"U+1F468,U+200D,U+1F9AF",👨‍🦯,man with white cane
386,person-activity,"U+1F469,U+200D,U+1F9AF",👩‍🦯,woman with white cane
387,person-activity,"U+1F9D1,U+200D,U+1F9BC",🧑‍🦼,person in motorized wheelchair
388,person-activity,"U+1F468,U+200D,U+1F9BC",👨‍🦼,man in motorized wheelchair
389,person-activity,"U+1F469,U+200D,U+1F9BC",👩‍🦼,woman in motorized wheelchair
390,person-activity,"U+1F9D1,U+200D,U+1F9BD",🧑‍🦽,person in manual wheelchair
391,person-activity,"U+1F468,U+200D,U+1F9BD",👨‍🦽,man in manual wheelchair
392,person-activity,"U+1F469,U+200D,U+1F9BD",👩‍🦽,woman in manual wheelchair
393,person-activity,U+1F3C3,🏃,person running
394,person-activity,"U+1F3C3,U+200D,U+2642,U+FE0F",🏃‍♂️,man running
395,person-activity,"U+1F3C3,U+200D,U+2640,U+FE0F",🏃‍♀️,woman running
396,person-activity,U+1F483,💃,woman dancing
397,person-activity,U+1F57A,🕺,man dancing
398,person-activity,U+1F574,🕴,person in suit levitating
399,person-activity,U+1F46F,👯,people with bunny ears
400,person-activity,"U+1F46F,U+200D,U+2642,U+FE0F",👯‍♂️,men with bunny ears
401,person-activity,"U+1F46F,U+200D,U+2640,U+FE0F",👯‍♀️,women with bunny ears
402,person-activity,U+1F9D6,🧖,person in steamy room
403,person-activity,"U+1F9D6,U+200D,U+2642,U+FE0F",🧖‍♂️,man in steamy room
404,person-activity,"U+1F9D6,U+200D,U+2640,U+FE0F",🧖‍♀️,woman in steamy room
405,person-activity,U+1F9D7,🧗,person climbing
406,person-activity,"U+1F9D7,U+200D,U+2642,U+FE0F",🧗‍♂️,man climbing
407,person-activity,"U+1F9D7,U+200D,U+2640,U+FE0F",🧗‍♀️,woman climbing
408,person-sport,U+1F93A,🤺,person fencing
409,person-sport,U+1F3C7,🏇,horse racing
410,person-sport,U+26F7,⛷,skier
411,person-sport,U+1F3C2,🏂,snowboarder
412,person-sport,U+1F3CC,🏌,person golfing
413,person-sport,"U+1F3CC,U+FE0F,U+200D,U+2642,U+FE0F",🏌️‍♂️,man golfing
414,person-sport,"U+1F3CC,U+FE0F,U+200D,U+2640,U+FE0F",🏌️‍♀️,woman golfing
415,person-sport,U+1F3C4,🏄,person surfing
416,person-sport,"U+1F3C4,U+200D,U+2642,U+FE0F",🏄‍♂️,man surfing
417,person-sport,"U+1F3C4,U+200D,U+2640,U+FE0F",🏄‍♀️,woman surfing
418,person-sport,U+1F6A3,🚣,person rowing boat
419,person-sport,"U+1F6A3,U+200D,U+2642,U+FE0F",🚣‍♂️,man rowing boat
420,person-sport,"U+1F6A3,U+200D,U+2640,U+FE0F",🚣‍♀️,woman rowing boat
421,person-sport,U+1F3CA,🏊,person swimming
422,person-sport,"U+1F3CA,U+200D,U+2642,U+FE0F",🏊‍♂️,man swimming
423,person-sport,"U+1F3CA,U+200D,U+2640,U+FE0F",🏊‍♀️,woman swimming
424,person-sport,U+26F9,⛹,person bouncing ball
425,person-sport,"U+26F9,U+FE0F,U+200D,U+2642,U+FE0F",⛹️‍♂️,man bouncing ball
426,person-sport,"U+26F9,U+FE0F,U+200D,U+2640,U+FE0F",⛹️‍♀️,woman bouncing ball
427,person-sport,U+1F3CB,🏋,person lifting weights
428,person-sport,"U+1F3CB,U+FE0F,U+200D,U+2642,U+FE0F",🏋️‍♂️,man lifting weights
429,person-sport,"U+1F3CB,U+FE0F,U+200D,U+2640,U+FE0F",🏋️‍♀️,woman lifting weights
430,person-sport,U+1F6B4,🚴,person biking
431,person-sport,"U+1F6B4,U+200D,U+2642,U+FE0F",🚴‍♂️,man biking
432,person-sport,"U+1F6B4,U+200D,U+2640,U+FE0F",🚴‍♀️,woman biking
433,person-sport,U+1F6B5,🚵,person mountain biking
434,person-sport,"U+1F6B5,U+200D,U+2642,U+FE0F",🚵‍♂️,man mountain biking
435,person-sport,"U+1F6B5,U+200D,U+2640,U+FE0F",🚵‍♀️,woman mountain biking
436,person-sport,U+1F938,🤸,person cartwheeling
437,person-sport,"U+1F938,U+200D,U+2642,U+FE0F",🤸‍♂️,man cartwheeling
438,person-sport,"U+1F938,U+200D,U+2640,U+FE0F",🤸‍♀️,woman cartwheeling
439,person-sport,U+1F93C,🤼,people wrestling
440,person-sport,"U+1F93C,U+200D,U+2642,U+FE0F",🤼‍♂️,men wrestling
441,person-sport,"U+1F93C,U+200D,U+2640,U+FE0F",🤼‍♀️,women wrestling
442,person-sport,U+1F93D,🤽,person playing water polo
